Network,School ID,School,Total,Year,Area
ISP,610533,Dr Jorge Prieto Math and Science,"1,010",2017,
ISP,609901,Edgebrook Elementary School,515,2017,
ISP,610073,Ellen Mitchell Elementary School,398,2017,
ISP,609973,Emiliano Zapata Elementary Academy,835,2017,
ISP,610203,Enrico Tonti Elementary School,"1,074",2017,
ISP,610120,Ferdinand Peck Elementary School,"1,656",2017,
ISP,610096,Florence Nightingale Elementary School,"1,280",2017,
ISP,609958,Frank W Gunsaulus Elementary Scholastic Academy,798,2017,
ISP,609974,Hawthorne Elementary Scholastic Academy,575,2017,
ISP,610040,Henry D Lloyd Elementary School,"1,155",2017,
ISP,609772,Jane Addams Elementary School,778,2017,
ISP,610026,John H Kinzie Elementary School,682,2017,
ISP,610520,LaSalle II Magnet Elementary School,595,2017,
ISP,610298,Lenart Elementary Regional Gifted Center,288,2017,
ISP,609738,Lincoln Park High School,"2,129",2017,
ISP,609773,Louis A Agassiz Elementary School,506,2017,
ISP,610197,Mancel Talcott Elementary School,520,2017,
ISP,610177,Mark Skinner Elementary School,"1,062",2017,
ISP,610312,Mary E McDowell Elementary School,171,2017,
ISP,610082,Mount Greenwood Elementary School,"1,107",2017,
ISP,610386,Peace & Education Coalition HS,113,2017,
ISP,609842,Rachel Carson Elementary School,"1,086",2017,
ISP,609903,Richard Edwards Elementary School,"1,545",2017,
ISP,610291,Richard Henry Lee Elementary School,849,2017,
ISP,609759,Roberto Clemente Community Academy High School,737,2017,
ISP,610534,Skinner North,488,2017,
ISP,609990,South Loop Elementary School,779,2017,
ISP,610249,Talman Elementary School,445,2017,
ISP,609944,Virgil Grissom Elementary School,368,2017,
ISP,610363,Walt Disney Magnet Elementary School,"1,564",2017,
ISP,609680,Walter Payton College Preparatory High School,979,2017,
ISP,610179,Washington D Smyser Elementary School,991,2017,
ISP,609740,Wells Community Academy High School,378,2017,
ISP,609755,Whitney M Young Magnet High School,"2,112",2017,
ISP,609678,William Jones College Preparatory High School,"1,819",2017,
Charter,400009,Academy for Global Citizenship Charter School,461,2017,
Charter,400010,ACE Technical Charter School,385,2017,
Charter,400011,Alain Locke Charter School,550,2017,
Charter,400060,Asian Human Services - Passages Charter School,482,2017,
Charter,400172,ASPIRA Business and Finance,335,2017,
Charter,400013,ASPIRA Charter School - Early College High School,422,2017,
Charter,400017,ASPIRA Charter School - Haugan Middle School,537,2017,
Charter,400115,Catalyst - Maria Charter School,"1,107",2017,
Charter,400021,Catalyst Elementary Charter School - Circle Rock,522,2017,
Charter,400161,Chicago Collegiate Charter School,315,2017,
Charter,400035,Chicago Math and Science Academy Charter School,600,2017,
Charter,400036,Chicago Virtual Charter School,676,2017,
Charter,400159,Christopher House Charter School,277,2017,
Charter,400023,CICS - Avalon/South Shore,501,2017,
Charter,400024,CICS - Basil,749,2017,
Charter,400025,CICS - Bucktown,704,2017,
Charter,400113,CICS - ChicagoQuest North,288,2017,
Charter,400027,CICS - Irving Park,556,2017,
Charter,400092,CICS - Lloyd Bond,341,2017,
Charter,400033,CICS - Longwood,"1,361",2017,
Charter,400026,CICS - Loomis Primary,550,2017,
Charter,400034,CICS - Northtown,908,2017,
Charter,400028,CICS - Prairie,420,2017,
Charter,400032,CICS - Ralph Ellison,441,2017,
Charter,400029,CICS - Washington Park,482,2017,
Charter,400030,CICS - West Belden,531,2017,
Charter,400031,CICS - Wrightwood,784,2017,
Charter,400094,EPIC Academy Charter High School,501,2017,
Charter,400039,Erie Elementary Charter School,421,2017,
Charter,400171,Foundations College Preparatory Charter School,212,2017,
Charter,400040,Frazier Preparatory Academy Charter School,428,2017,
Charter,400168,Great Lakes Academy Charter School,251,2017,
Charter,400167,Horizon Science Academy Southwest Chicago Charter,668,2017,
Charter,400104,Instituto Health Sciences Career Academy,759,2017,
Charter,400162,Intrinsic Charter School,989,2017,
Charter,400044,KIPP Ascend Charter School,883,2017,
Charter,400163,KIPP Chicago Charter School - KIPP Bloom,324,2017,
Charter,400146,KIPP Chicago Charter School - KIPP Create,305,2017,
Charter,400180,KIPP One Academy,185,2017,
Charter,400045,Kwame Nkrumah Academy Charter School,213,2017,
Charter,400047,L.E.A.R.N. - Charles and Dorothy Campbell Campus,439,2017,
Charter,400048,L.E.A.R.N. - Excel Campus,451,2017,
Charter,400111,L.E.A.R.N. - Hunter Perkins Campus,497,2017,
Charter,400165,L.E.A.R.N. - Middle School Campus,291,2017,
Charter,400046,L.E.A.R.N. - Romano Butler Campus,656,2017,
Charter,400107,L.E.A.R.N. - South Chicago Campus,493,2017,
Charter,400151,L.E.A.R.N. Charter School - 7th Campus,360,2017,
Charter,400049,Legacy Charter School,470,2017,
Charter,400119,Legal Prep Charter Academy,306,2017,
Charter,400178,Moving Everest Charter School,273,2017,
Charter,400050,Namaste Charter School,485,2017,
Charter,400157,Noble - Baker College Prep,391,2017,
Charter,400156,Noble - Butler College Prep,615,2017,
Charter,400097,Noble - Chicago Bulls College Prep,"1,146",2017,
Charter,400118,Noble - DRW College Prep,545,2017,
Charter,400052,Noble - Gary Comer College Prep,"1,139",2017,
Charter,400053,Noble - Golder College Prep,654,2017,
Charter,400117,Noble - Hansberry College Prep,709,2017,
Charter,400169,Noble - ITW David Speer Academy,818,2017,
Charter,400106,Noble - John and Eunice Johnson College Prep,864,2017,
Charter,400098,Noble - Muchin College Prep,946,2017,
Charter,400051,Noble - Noble College Prep,636,2017,
Charter,400054,Noble - Pritzker College Prep,"1,008",2017,
Charter,400055,Noble - Rauner College Prep,649,2017,
Charter,400056,Noble - Rowe-Clark Math and Science Academy,558,2017,
Charter,400170,Noble - The Noble Academy,346,2017,
Charter,400057,Noble - UIC College Prep,909,2017,
Charter,400179,Noble Mansueto High School,183,2017,
Charter,400058,North Lawndale College Prep - Christiana,379,2017,
Charter,400059,North Lawndale College Prep - Collins,404,2017,
Charter,400062,Perspectives - High School of Technology,381,2017,
Charter,400061,Perspectives - Leadership Academy,481,2017,
Charter,400066,Perspectives - Math and Science Academy,469,2017,
Charter,400064,Perspectives - Rodney D. Joslin,394,2017,
Charter,400069,Polaris Charter Academy,445,2017,
Charter,400071,Providence Englewood Charter School,502,2017,
Charter,400096,Rowe Elementary Charter School,946,2017,
Charter,400116,The Montessori School of Englewood Charter,293,2017,
Charter,400078,University of Chicago - Carter G. Woodson,297,2017,
Charter,400075,University of Chicago - Donoghue,546,2017,
Charter,400076,University of Chicago - North Kenwood/Oakland,363,2017,
Charter,400077,University of Chicago - Woodlawn,622,2017,
Charter,400112,UNO 51st and Homan Charter Elementary School,576,2017,
Charter,400120,UNO Charter - Near West Elementary,569,2017,
Charter,400081,UNO Charter School - Bartolomé de las Casas,285,2017,
Charter,400153,UNO Charter School - Brighton Park,573,2017,
Charter,400082,UNO Charter School - Carlos Fuentes,558,2017,
Charter,400114,UNO Charter School - Esmeralda Santiago,280,2017,
Charter,400085,UNO Charter School - Major Hector P. Garcia MD,624,2017,
Charter,400083,UNO Charter School - Octavio Paz Campus,384,2017,
Charter,400089,UNO Charter School - Officer Donald J. Marquez,575,2017,
Charter,400080,UNO Charter School - PFC Omar E. Torres,614,2017,
Charter,400121,UNO Charter School - Rogers Park,736,2017,
Charter,400084,UNO Charter School - Rufino Tamayo,288,2017,
Charter,400101,UNO Charter School - Sandra Cisneros,545,2017,
Charter,400149,UNO Charter School - Soccer Academy High School,630,2017,
Charter,400079,UNO Charter School - SPC Daniel Zizumbo,624,2017,
Charter,400105,Urban Prep Academy for Young Men - Bronzeville,365,2017,
Charter,400086,Urban Prep Academy for Young Men - Englewood,325,2017,
Charter,400102,Urban Prep Charter Academy for Young Men - West,271,2017,
Charter,400087,Young Women's Leadership Charter School,248,2017,
Contract,400022,Chicago High School for the Arts,603,2017,
Contract,400091,Chicago Technology Academy High School,272,2017,
Contract,400043,Hope Institute Learning Academy,365,2017,
Contract,400068,Plato Learning Academy,448,2017,
Options,610555,Banner Academy West,241,2017,
Options,610572,Camelot Safe Elementary,12,2017,
Options,610584,Camelot Safe Garfield Elementary,6,2017,
Options,610585,Camelot Safe Garfield HS,17,2017,
Options,610573,Camelot Safe HS,12,2017,
Options,400147,Chicago Excel Academy,252,2017,
Options,610565,Excel - Englewood HS,215,2017,
Options,400176,Excel - Southwest HS,190,2017,
Options,400175,Excel - Woodlawn HS,219,2017,
Options,400148,Instituto - Justice Lozano,97,2017,
Options,400164,Instituto - Justice Lozano Mastery,34,2017,
Options,400137,Little Black Pearl Art and Design Academy,134,2017,
Options,610581,Magic Johnson- Brainerd HS,119,2017,
Options,610582,Magic Johnson- Englewood HS,118,2017,
Options,610580,Magic Johnson- Humboldt Park HS,202,2017,
Options,610566,Magic Johnson- North Lawndale HS,178,2017,
Options,610567,Magic Johnson- Roseland HS,202,2017,
Options,610569,Ombudsman Chicago- Northwest,257,2017,
Options,610570,Ombudsman Chicago- South,461,2017,
Options,610571,Ombudsman Chicago- West,365,2017,
Options,610557,Pathways in Education- Ashburn,199,2017,
Options,610568,Pathways in Education- Avondale,250,2017,
Options,400173,Pathways in Education- Brighton Park,353,2017,
Options,400123,YCCS- Academy of Scholastic Achievement HS,193,2017,
Options,400133,YCCS- Innovations HS of Arts Integration,450,2017,
Options,400124,YCCS-Ada S. McKinley-Lakeside HS,214,2017,
Options,400125,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",200,2017,
Options,400126,"YCCS-Association House, El Cuarto Ano HS",170,2017,
Options,400127,YCCS-Austin Career Education Center HS,148,2017,
Options,400128,YCCS-CCA Academy HS,221,2017,
Options,400129,YCCS-Charles Hamilton Houston Alternative HS,186,2017,
Options,400150,YCCS-Chatham AcademyHS,192,2017,
Options,400130,YCCS-Community Youth Development Institute HS,187,2017,
Options,400131,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,200,2017,
Options,400134,YCCS-Jane Addams Alternative HS,211,2017,
Options,400135,YCCS-Latino Youth Alternative HS,221,2017,
Options,400136,YCCS-Olive Harvey Middle College HS,127,2017,
Options,400139,YCCS-Sullivan House Alternative HS,340,2017,
Options,400141,YCCS-Truman Middle College HS,207,2017,
Options,400143,YCCS-West Town Acad Alternative HS,161,2017,
Options,400144,YCCS-Westside Holistic Leadership Acad HS,132,2017,
Options,400145,YCCS-Youth Connection Leadership Acad HS,260,2017,
